"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303f","2016","35015","GRID_250","250mN094400E191675","ES704","ES704A0","ES704A03","35015","432","30.9954","31.0024","216","216","100","363","69","15.9722","113","309","10","","","","26.1574","71.5278","2.3148","39.8058","3.2362","36.5696","8.8496","1130","","","6.25","6912","1104","","","","","","","227","95","110","52.5463","21.9907","25.463","MULTIPOLYGON (((28.058799809691397 -14.357478878946486, 28.060984768517184 -14.358099612669069, 28.061686896786085 -14.355673437245931, 28.059501917745294 -14.355052753901356, 28.058799809691397 -14.357478878946486)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3040","2016","35015","GRID_250","250mN094400E191700","ES704","ES704A0","ES704A03","35015","462","33.4589","33.4539","237","225","94.9367","356","106","22.9437","84","365","13","","","","18.1818","79.0043","2.8139","26.5753","3.5616","23.0137","15.4762","646.1538","","","6.25","7392","1696","","","","","","","219","107","136","47.4026","23.1602","29.4372","MULTIPOLYGON (((28.059501917745294 -14.355052753901356, 28.061686896786085 -14.355673437245931, 28.062388956749338 -14.35324723188261, 28.06020395749499 -14.352626598919912, 28.059501917745294 -14.355052753901356)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3041","2016","35015","GRID_250","250mN094400E192250","ES704","ES704A0","ES704A03","35015","17","31.2647","31.2281","11","6","54.5455","6","11","64.7059","","15","","","","","","88.2353","","","","","","","","","6.25","272","176","","","","","","","","","13","","","76.4706","MULTIPOLYGON (((28.074931011712174 -14.301670431706219, 28.077116435116064 -14.302290005756795, 28.077816992032556 -14.29986314209355, 28.075631548447046 -14.299243618509848, 28.074931011712174 -14.301670431706219)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3042","2016","35015","GRID_250","250mN094425E191675","ES704","ES704A0","ES704A03","35015","599","30.0092","30.0248","313","286","91.3738","526","73","12.187","169","414","16","","","","28.2137","69.1152","2.6711","44.686","3.8647","40.8213","9.4675","1056.25","","","6.25","9584","1168","","","","","","","366","110","123","61.1018","18.3639","20.5342","MULTIPOLYGON (((28.060984768517184 -14.358099612669069, 28.063169709284477 -14.358720396776508, 28.063871857770017 -14.356294170972024, 28.061686896786085 -14.355673437245931, 28.060984768517184 -14.358099612669069)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3043","2016","35015","GRID_250","250mN094425E191700","ES704","ES704A0","ES704A03","35015","221","33.8529","33.8749","117","104","88.8889","182","39","17.6471","44","173","4","","","","19.9095","78.2805","1.81","27.7457","2.3121","25.4335","9.0909","1100","","","6.25","3536","624","","","","","","","107","61","53","48.4163","27.6018","23.9819","MULTIPOLYGON (((28.061686896786085 -14.355673437245931, 28.063871857770017 -14.356294170972024, 28.06457393794846 -14.35386791522347, 28.062388956749338 -14.35324723188261, 28.061686896786085 -14.355673437245931)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3044","2016","35015","GRID_250","250mN094425E192175","ES704","ES704A0","ES704A03","35015","244","32.832","32.8158","114","130","114.0351","66","178","72.9508","5","235","4","","","","2.0492","96.3115","1.6393","3.8298","1.7021","2.1277","80","125","","","6.25","3904","2848","","","","","","","14","44","186","5.7377","18.0328","76.2295","MULTIPOLYGON (((28.07501435436948 -14.309570417300005, 28.077199699194004 -14.31019019304597, 28.077900481295377 -14.307763368648875, 28.075715116283256 -14.30714364336155, 28.07501435436948 -14.309570417300005)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3045","2016","35015","GRID_250","250mN094425E192250","ES704","ES704A0","ES704A03","35015","347","36.8141","36.8336","169","178","105.3254","206","141","40.634","58","271","18","","","","16.7147","78.098","5.1873","28.0443","6.6421","21.4022","31.0345","322.2222","","","6.25","5552","2256","","","","","","","86","102","159","24.7839","29.3948","45.8213","MULTIPOLYGON (((28.077116435116064 -14.302290005756795, 28.079301840499088 -14.30290963011525, 28.080002417598838 -14.300482715981765, 28.077816992032556 -14.29986314209355, 28.077116435116064 -14.302290005756795)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3046","2016","35015","GRID_250","250mN094425E192275","ES704","ES704A0","ES704A03","35015","37","37.5811","37.6137","18","19","105.5556","20","17","45.9459","5","29","3","","","","13.5135","78.3784","8.1081","27.5862","10.3448","17.2414","60","166.6667","","","6.25","592","272","","","","","","","9","7","21","24.3243","18.9189","56.7568","MULTIPOLYGON (((28.077816992032556 -14.29986314209355, 28.080002417598838 -14.300482715981765, 28.08070292636218 -14.298055771939207, 28.078517480614078 -14.29743624852509, 28.077816992032556 -14.29986314209355)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3047","2016","35015","GRID_250","250mN094450E191675","ES704","ES704A0","ES704A03","35015","277","30.435","30.416","143","134","93.7063","239","38","13.7184","72","198","7","","","","25.9928","71.4801","2.5271","39.899","3.5354","36.3636","9.7222","1028.5714","","","6.25","4432","608","","","","","","","160","62","55","57.7617","22.3827","19.8556","MULTIPOLYGON (((28.063169709284477 -14.358720396776508, 28.065354631993312 -14.359341231273381, 28.066056800697133 -14.356914955084191, 28.063871857770017 -14.356294170972024, 28.063169709284477 -14.358720396776508)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3048","2016","35015","GRID_250","250mN094450E191700","ES704","ES704A0","ES704A03","35015","70","33.9429","33.8961","36","34","94.4444","53","17","24.2857","","64","","","","","","91.4286","","","","","","","","","6.25","1120","272","","","","","","","23","27","20","32.8571","38.5714","28.5714","MULTIPOLYGON (((28.063871857770017 -14.356294170972024, 28.066056800697133 -14.356914955084191, 28.066758901092406 -14.354488648947076, 28.06457393794846 -14.35386791522347, 28.063871857770017 -14.356294170972024)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3049","2016","35015","GRID_250","250mN094575E192550","ES704","ES704A0","ES704A03","35015","23","36.8478","36.8185","12","11","91.6667","19","4","17.3913","5","15","3","","","","21.7391","65.2174","13.0435","53.3333","20","33.3333","60","166.6667","","","6.25","368","64","","","","","","","","","12","","","52.1739","MULTIPOLYGON (((28.098632222626453 -14.276880533327825, 28.10081776210671 -14.277499853489998, 28.101517640114423 -14.275072277378424, 28.09933208045855 -14.274453007752985, 28.098632222626453 -14.276880533327825)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3056","2016","35015","GRID_250","250mN094975E190350","ES704","ES704A0","ES704A03","35015","20","46.9","47.0025","11","9","81.8182","","","","0","16","4","","","","0","80","20","25","25","0","","0","","","4.4165","452.8473","","","","","","","","17","","","85","","","MULTIPOLYGON (((28.072435596592083 -14.500577663035266, 28.07389861369593 -14.500996149339809, 28.074604827496266 -14.498570408012826, 28.073189663838185 -14.49816564602378, 28.07310806106293 -14.49839084556535, 28.07287401010964 -14.498853338540691, 28.072596105345514 -14.499437131590827, 28.072508608434898 -14.499678065398648, 28.072449620957457 -14.499946711637655, 28.072435596592083 -14.500577663035266)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3057","2016","35015","GRID_250","250mN094975E193075","ES704","ES704A0","ES704A03","35015","13","49.0385","48.9736","8","5","62.5","3","10","76.9231","","11","","","","","","84.6154","","","","","","","","","6.25","208","160","","","","","","","","","10","","","76.9231","MULTIPOLYGON (((28.148288129887547 -14.235794376483684, 28.150473805296855 -14.236413438773397, 28.151172570009646 -14.23398442444826, 28.14898687442918 -14.233365412830292, 28.148288129887547 -14.235794376483684)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3058","2016","35015","GRID_250","250mN094975E193100","ES704","ES704A0","ES704A03","35015","47","38.4149","38.3321","30","17","56.6667","23","24","51.0638","","40","","","","","","85.1064","","","","","","","","","6.25","752","384","","","","","","","6","13","28","12.766","27.6596","59.5745","MULTIPOLYGON (((28.14898687442918 -14.233365412830292, 28.151172570009646 -14.23398442444826, 28.15187126631187 -14.231555380179634, 28.149685550561692 -14.230936419237297, 28.14898687442918 -14.233365412830292)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3080","2016","35015","GRID_250","250mN095025E193100","ES704","ES704A0","ES704A03","35015","70","47.3714","47.4005","35","35","100","20","50","71.4286","7","43","20","","","","10","61.4286","28.5714","62.7907","46.5116","16.2791","285.7143","35","","","6.25","1120","800","","","","","","","13","5","52","18.5714","7.1429","74.2857","MULTIPOLYGON (((28.153358247626624 -14.234603486364808, 28.155543907280137 -14.235222598584516, 28.156242643926657 -14.232793452954503, 28.15405696410016 -14.23217439141718, 28.153358247626624 -14.234603486364808)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3081","2016","35015","GRID_250","250mN095025E193125","ES704","ES704A0","ES704A03","35015","194","46.8608","46.8556","99","95","95.9596","64","130","67.0103","14","132","48","","","","7.2165","68.0412","24.7423","46.9697","36.3636","10.6061","342.8571","29.1667","","","6.25","3104","2080","","","","","","","19","47","128","9.7938","24.2268","65.9794","MULTIPOLYGON (((28.15405696410016 -14.23217439141718, 28.156242643926657 -14.232793452954503, 28.15694131215839 -14.230364277374816, 28.154755612160383 -14.229745266523741, 28.15405696410016 -14.23217439141718)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3082","2016","35015","GRID_250","250mN095025E193150","ES704","ES704A0","ES704A03","35015","20","51.15","51.2082","11","9","81.8182","5","15","75","3","8","9","","","","15","40","45","150","112.5","37.5","300","33.3333","","","6.25","320","240","","","","","","","","","15","","","75","MULTIPOLYGON (((28.154755612160383 -14.229745266523741, 28.15694131215839 -14.230364277374816, 28.15763991197406 -14.227935071846995, 28.155454191805994 -14.227316111686026, 28.154755612160383 -14.229745266523741)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30a7","2016","35015","GRID_250","250mN095050E193100","ES704","ES704A0","ES704A03","35015","44","43","42.9976","21","23","109.5238","11","33","75","6","31","7","","","","13.6364","70.4545","15.9091","41.9355","22.5806","19.3548","116.6667","85.7143","","","6.25","704","528","","","","","","","8","6","30","18.1818","13.6364","68.1818","MULTIPOLYGON (((28.155543907280137 -14.235222598584516, 28.15772954897031 -14.235841761111944, 28.158428305791443 -14.233412564796192, 28.156242643926657 -14.232793452954503, 28.155543907280137 -14.235222598584516)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30a8","2016","35015","GRID_250","250mN095050E193125","ES704","ES704A0","ES704A03","35015","73","50.8014","50.8385","41","32","78.0488","20","53","72.6027","5","43","25","","","","6.8493","58.9041","34.2466","69.7674","58.1395","11.6279","500","20","","","6.25","1168","848","","","","","","","10","11","52","13.6986","15.0685","71.2329","MULTIPOLYGON (((28.156242643926657 -14.232793452954503, 28.158428305791443 -14.233412564796192, 28.15912699419631 -14.230983338526892, 28.15694131215839 -14.230364277374816, 28.156242643926657 -14.232793452954503)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30a9","2016","35015","GRID_250","250mN095050E193150","ES704","ES704A0","ES704A03","35015","98","39.0408","39.0611","54","44","81.4815","42","56","57.1429","4","83","11","","","","4.0816","84.6939","11.2245","18.0723","13.253","4.8193","275","36.3636","","","6.25","1568","896","","","","","","","5","30","63","5.102","30.6122","64.2857","MULTIPOLYGON (((28.15694131215839 -14.230364277374816, 28.15912699419631 -14.230983338526892, 28.15982561418366 -14.228554082305577, 28.15763991197406 -14.227935071846995, 28.15694131215839 -14.230364277374816)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30aa","2016","35015","GRID_250","250mN095050E193175","ES704","ES704A0","ES704A03","35015","19","47.7105","47.621","11","8","72.7273","8","11","57.8947","","11","","","","","","57.8947","","","","","","","","","6.25","304","176","","","","","","","4","0","15","21.0526","0","78.9474","MULTIPOLYGON (((28.15763991197406 -14.227935071846995, 28.15982561418366 -14.228554082305577, 28.160524165752207 -14.226124796133806, 28.158338443372358 -14.225505836372585, 28.15763991197406 -14.227935071846995)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30c9","2016","35015","GRID_250","250mN095075E193150","ES704","ES704A0","ES704A03","35015","33","46.6818","46.7307","13","20","153.8462","13","20","60.6061","5","24","4","","","","15.1515","72.7273","12.1212","37.5","16.6667","20.8333","80","125","","","6.25","528","320","","","","","","","","","23","","","69.697","MULTIPOLYGON (((28.15912699419631 -14.230983338526892, 28.16131265827422 -14.231602449984509, 28.162011298434894 -14.229173143066339, 28.15982561418366 -14.228554082305577, 28.15912699419631 -14.230983338526892)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30ca","2016","35015","GRID_250","250mN095075E193900","ES704","ES704A0","ES704A03","35015","74","34.2297","34.2358","39","35","89.7436","66","8","10.8108","17","53","4","","","","22.973","71.6216","5.4054","39.6226","7.5472","32.0755","23.5294","425","","","6.25","1184","128","","","","","","","41","21","12","55.4054","28.3784","16.2162","MULTIPOLYGON (((28.180055826448644 -14.15809262971868, 28.18224209508988 -14.158710218587984, 28.18293868208673 -14.156280013713474, 28.180752393316098 -14.155662475657046, 28.180055826448644 -14.15809262971868)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30cb","2016","35015","GRID_250","250mN095075E193925","ES704","ES704A0","ES704A03","35015","47","32.7766","32.8343","27","20","74.0741","26","21","44.6809","","38","","","","","","80.8511","","","","","","","","","6.0424","777.8366","347.544","","","","","","","18","7","22","38.2979","14.8936","46.8085","MULTIPOLYGON (((28.181190246341455 -14.154134764378485, 28.180752393316098 -14.155662475657046, 28.18293868208673 -14.156280013713474, 28.18363520062501 -14.153849778931159, 28.181858516284468 -14.15334798156951, 28.18131285460878 -14.153963508458116, 28.181190246341455 -14.154134764378485)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30cc","2016","35015","GRID_250","250mN095075E193950","ES704","ES704A0","ES704A03","35015","317","38.6861","38.6971","164","153","93.2927","249","68","21.4511","38","247","32","","","","11.9874","77.918","10.0946","28.3401","12.9555","15.3846","84.2105","118.75","","","4.1437","7650.1677","1641.0454","","","","","","","210","35","72","66.2461","11.041","22.7129","MULTIPOLYGON (((28.182976545977873 -14.151036819146348, 28.182922291827044 -14.151288415617538, 28.18275803215632 -14.15184513040523, 28.182531053429724 -14.15237492229882, 28.182449218264143 -14.152535172517382, 28.182176588757603 -14.152966607451932, 28.182073893868214 -14.153105024921201, 28.181858516284468 -14.15334798156951, 28.18363520062501 -14.153849778931159, 28.18433165070341 -14.151419514242598, 28.182976545977873 -14.151036819146348)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30cd","2016","35015","GRID_250","250mN095075E193975","ES704","ES704A0","ES704A03","35015","190","38.2316","38.2572","110","80","72.7273","119","71","37.3684","25","148","17","","","","13.1579","77.8947","8.9474","28.3784","11.4865","16.8919","68","147.0588","","","4.7955","3962.0478","1480.5547","","","","","","","81","37","72","42.6316","19.4737","37.8947","MULTIPOLYGON (((28.182976545977873 -14.151036819146348, 28.18433165070341 -14.151419514242598, 28.185028032320677 -14.148989219649325, 28.18284168317063 -14.148371834054693, 28.18267469381192 -14.148954629784116, 28.182941982283648 -14.149059788737514, 28.182983697271382 -14.149122804807941, 28.183087211767866 -14.149360794971452, 28.183119363305586 -14.149510303395633, 28.18315118973708 -14.149834077773647, 28.18314874929649 -14.149948387959585, 28.183098514543026 -14.150407680418542, 28.183003383023646 -14.150912364992639, 28.182976545977873 -14.151036819146348)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30f5","2016","35015","GRID_250","250mN095100E193150","ES704","ES704A0","ES704A03","35015","618","38.2282","38.2585","318","300","94.3396","262","356","57.6052","86","477","55","","","","13.9159","77.1845","8.8997","29.5597","11.5304","18.0294","63.9535","156.3636","","","6.25","9888","5696","","","","","","","111","137","370","17.9612","22.1683","59.8706","MULTIPOLYGON (((28.16131265827422 -14.231602449984509, 28.163498304392185 -14.232221611752266, 28.164196964727836 -14.22979225413386, 28.162011298434894 -14.229173143066339, 28.16131265827422 -14.231602449984509)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30f6","2016","35015","GRID_250","250mN095100E193225","ES704","ES704A0","ES704A03","35015","39","40.6282","40.5946","24","15","62.5","26","13","33.3333","","38","","","","","","97.4359","","","","","","","","","6.25","624","208","","","","","","","","21","","","53.8462","","MULTIPOLYGON (((28.163408373494153 -14.224314439368559, 28.165594080132625 -14.224933449023998, 28.166292535199236 -14.22250400153563, 28.164106808390198 -14.221885042592032, 28.163408373494153 -14.224314439368559)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30f7","2016","35015","GRID_250","250mN095100E193250","ES704","ES704A0","ES704A03","35015","16","30.6875","30.7722","7","9","128.5714","11","5","31.25","4","9","3","","","","25","56.25","18.75","77.7778","33.3333","44.4444","75","133.3333","","","6.25","256","80","","","","","","","","","8","","","50","MULTIPOLYGON (((28.164106808390198 -14.221885042592032, 28.166292535199236 -14.22250400153563, 28.166990921840274 -14.220074524093693, 28.16480517486212 -14.219455615865801, 28.164106808390198 -14.221885042592032)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30f8","2016","35015","GRID_250","250mN095100E193325","ES704","ES704A0","ES704A03","35015","132","38.9167","38.9168","67","65","97.0149","47","85","64.3939","16","106","10","","","","12.1212","80.303","7.5758","24.5283","9.434","15.0943","62.5","160","","","6.25","2112","1360","","","","","","","23","28","81","17.4242","21.2121","61.3636","MULTIPOLYGON (((28.166201702528554 -14.214596672570451, 28.168387489840544 -14.215215479355301, 28.169085671197234 -14.212785912061952, 28.166899863720495 -14.21216715600441, 28.166201702528554 -14.214596672570451)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30f9","2016","35015","GRID_250","250mN095100E193925","ES704","ES704A0","ES704A03","35015","46","34.3478","34.3377","24","22","91.6667","33","13","28.2609","","34","","","","","","73.913","","","","","","","","","6.25","736","208","","","","","","","23","9","14","50","19.5652","30.4348","MULTIPOLYGON (((28.18293868208673 -14.156280013713474, 28.185124952948115 -14.156897601975228, 28.18582149161596 -14.154467316372788, 28.18363520062501 -14.153849778931159, 28.18293868208673 -14.156280013713474)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30fa","2016","35015","GRID_250","250mN095100E193950","ES704","ES704A0","ES704A03","35015","699","33.47","33.4896","363","336","92.562","414","285","40.7725","152","521","26","","","","21.7454","74.5351","3.7196","34.1651","4.9904","29.1747","17.1053","584.6154","","","6.25","11184","4560","","","","","","","272","136","291","38.9127","19.4564","41.6309","MULTIPOLYGON (((28.18363520062501 -14.153849778931159, 28.18582149161596 -14.154467316372788, 28.186517961822478 -14.152037000860226, 28.18433165070341 -14.151419514242598, 28.18363520062501 -14.153849778931159)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_30fb","2016","35015","GRID_250","250mN095100E193975","ES704","ES704A0","ES704A03","35015","29","31.4655","31.539","18","11","61.1111","12","17","58.6207","","20","","","","","","68.9655","","","","","","","","","6.25","464","272","","","","","","","12","0","17","41.3793","0","58.6207","MULTIPOLYGON (((28.18433165070341 -14.151419514242598, 28.186517961822478 -14.152037000860226, 28.18721436356638 -14.149606655439104, 28.185028032320677 -14.148989219649325, 28.18433165070341 -14.151419514242598)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3113","2016","35015","GRID_250","250mN095125E193125","ES704","ES704A0","ES704A03","35015","48","46.9375","46.9492","20","28","140","10","38","79.1667","5","32","11","","","","10.4167","66.6667","22.9167","50","34.375","15.625","220","45.4545","","","6.25","768","608","","","","","","","5","4","39","10.4167","8.3333","81.25","MULTIPOLYGON (((28.1627995756361 -14.234650939410919, 28.16498518361616 -14.23527020219312, 28.165683932550312 -14.232840823834714, 28.163498304392185 -14.232221611752266, 28.1627995756361 -14.234650939410919)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3114","2016","35015","GRID_250","250mN095125E193150","ES704","ES704A0","ES704A03","35015","401","39.2456","39.2789","212","189","89.1509","238","163","40.6484","64","295","42","","","","15.9601","73.5661","10.4738","35.9322","14.2373","21.6949","65.625","152.381","","","6.25","6416","2608","","","","","","","109","103","189","27.182","25.6858","47.1322","MULTIPOLYGON (((28.163498304392185 -14.232221611752266, 28.165683932550312 -14.232840823834714, 28.16638261306254 -14.23041141551271, 28.164196964727836 -14.22979225413386, 28.163498304392185 -14.232221611752266)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3115","2016","35015","GRID_250","250mN095125E193175","ES704","ES704A0","ES704A03","35015","287","34.3049","34.3334","161","126","78.2609","143","144","50.1742","64","200","23","","","","22.2997","69.6864","8.0139","43.5","11.5","32","35.9375","278.2609","","","6.25","4592","2304","","","","","","","70","41","176","24.3902","14.2857","61.324","MULTIPOLYGON (((28.164196964727836 -14.22979225413386, 28.16638261306254 -14.23041141551271, 28.16708122515158 -14.22798197722863, 28.16489555664173 -14.22736286655726, 28.164196964727836 -14.22979225413386)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3116","2016","35015","GRID_250","250mN095125E193975","ES704","ES704A0","ES704A03","35015","83","35.1506","35.1778","50","33","66","67","16","19.2771","15","64","4","","","","18.0723","77.1084","4.8193","29.6875","6.25","23.4375","26.6667","375","","","6.25","1328","256","","","","","","","30","25","28","36.1446","30.1205","33.7349","MULTIPOLYGON (((28.186517961822478 -14.152037000860226, 28.188704255035635 -14.152654537680966, 28.18940067690781 -14.150224141428595, 28.18721436356638 -14.149606655439104, 28.186517961822478 -14.152037000860226)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3128","2016","35015","GRID_250","250mN095150E193125","ES704","ES704A0","ES704A03","35015","344","32.4273","32.4602","188","156","82.9787","237","107","31.1047","86","251","7","","","","25","72.9651","2.0349","37.0518","2.7888","34.2629","8.1395","1228.5714","","","6.25","5504","1712","","","","","","","123","90","131","35.7558","26.1628","38.0814","MULTIPOLYGON (((28.16498518361616 -14.23527020219312, 28.167170773634798 -14.235889515297954, 28.167869542748644 -14.233460086236452, 28.165683932550312 -14.232840823834714, 28.16498518361616 -14.23527020219312)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3129","2016","35015","GRID_250","250mN095150E193175","ES704","ES704A0","ES704A03","35015","51","37.8333","37.7852","27","24","88.8889","29","22","43.1373","5","43","3","","","","9.8039","84.3137","5.8824","18.6047","6.9767","11.6279","60","166.6667","","","6.25","816","352","","","","","","","5","20","26","9.8039","39.2157","50.9804","MULTIPOLYGON (((28.16638261306254 -14.23041141551271, 28.16856824343911 -14.231030627207458, 28.169266875704917 -14.228601138212529, 28.16708122515158 -14.22798197722863, 28.16638261306254 -14.23041141551271)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_312a","2016","35015","GRID_250","250mN095150E193225","ES704","ES704A0","ES704A03","35015","153","44.2386","44.2279","86","67","77.907","69","84","54.902","20","106","27","","","","13.0719","69.281","17.6471","44.3396","25.4717","18.8679","135","74.0741","","","6.25","2448","1344","","","","","","","25","33","95","16.3399","21.5686","62.0915","MULTIPOLYGON (((28.167779768816157 -14.225552508984023, 28.1699654395448 -14.226171619253195, 28.17066393495747 -14.22374207033101, 28.168478244054963 -14.223123010780437, 28.167779768816157 -14.225552508984023)))"
